,Unnamed: 0,Name,Games Played,MIN,PTS,3P%,FT%,OREB,DREB,AST,STL,BLK,Age,Birth_Place,Birthdate,Collage,Experience,Height,Pos,Team,Weight,BMI,url,id
404,404,Ronny Turiaf,2,19,0,0.0,0.0,0,1,2,0,0,,,,,,,,,,,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/ronny-turiaf/ronny-turiaf.png,404
405,405,Roy Hibbert,76,1926,802,0.0,82.4,156,384,84,18,125,29.0,us,"December 11, 1986",Georgetown University,6,215.0,C,IND,121.5,26.2844781,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/roy-hibbert/roy-hibbert.png,405
406,406,Rudy Gay,68,2408,1432,35.9,85.8,98,301,250,71,41,29.0,us,"August 17, 1986",University of Connecticut,8,200.0,SF,SAC,103.5,25.875,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/rudy-gay/rudy-gay.png,406
407,407,Rudy Gobert,82,2158,686,0.0,62.3,265,510,109,64,189,23.0,fr,"June 26, 1992",,1,212.5,C,UTA,110.25,24.41522491,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/rudy-gobert/rudy-gobert.png,407
408,408,Russ Smith,12,65,30,18.2,92.3,1,5,8,3,0,24.0,us,"April 19, 1991",University of Louisville,R,180.0,PG,MEM,74.25,22.91666667,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/russ-smith/russ-smith.png,408
409,409,Russell Westbrook,67,2302,1886,29.9,83.5,124,364,574,140,14,,,,,,,,,,,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/russell-westbrook/russell-westbrook.png,409
410,410,Ryan Anderson,61,1675,833,34.0,85.4,108,187,55,33,20,27.0,us,"May 6, 1988",University of California,6,205.0,PF,NOH,108.0,25.6989887,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/ryan-anderson/ryan-anderson.png,410
411,411,Ryan Hollins,46,441,137,0.0,57.4,36,67,14,6,19,31.0,us,"October 10, 1984","University of California, Los Angeles",8,210.0,C,SAC,108.0,24.48979592,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/ryan-hollins/ryan-hollins.png,411
412,412,Ryan Kelly,52,1233,332,33.6,83.2,13,133,92,30,24,24.0,us,"April 9, 1991",Duke University,1,207.5,PF,LAL,103.5,24.03832196,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/ryan-kelly/ryan-kelly.png,412
413,413,Samuel Dalembert,32,544,128,0.0,70.0,53,115,29,14,41,34.0,ht,"May 10, 1981",Seton Hall University,12,207.5,C,NYK,114.75,26.65118305,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/samuel-dalembert/samuel-dalembert.png,413
414,414,Sean Kilpatrick,4,72,22,30.8,100.0,1,5,4,3,0,25.0,us,"January 6, 1990",University of Cincinnati,R,190.0,SG,MIN,94.5,26.17728532,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/sean-kilpatrick/sean-kilpatrick.png,414
415,415,Sebastian Telfair,16,327,134,30.0,70.6,2,28,45,10,0,,,,,,,,,,,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/sebastian-telfair/sebastian-telfair.png,415
416,416,Serge Ibaka,64,2116,917,37.6,83.6,135,364,55,30,155,26.0,cg,"September 18, 1989",,5,205.0,PF,OKC,105.75,25.1635931,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/serge-ibaka/serge-ibaka.png,416
417,417,Sergey Karasev,33,555,153,29.6,76.3,22,44,46,23,1,22.0,ru,"October 26, 1993",,1,197.5,SG,NJN,93.6,23.99615446,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/sergey-karasev/sergey-karasev.png,417
418,418,Seth Curry,2,8,0,0.0,0.0,0,2,1,0,0,25.0,us,"August 23, 1990",Duke University,1,185.0,PG,PHO,83.25,24.32432432,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/seth-curry/seth-curry.png,418
419,419,Shabazz Muhammad,38,866,512,39.2,71.7,63,91,44,18,7,23.0,us,"November 13, 1992","University of California, Los Angeles",1,195.0,SG,MIN,100.35,26.39053254,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/shabazz-muhammad/shabazz-muhammad.png,419
420,420,Shabazz Napier,51,1012,261,36.4,78.6,17,96,130,40,4,,,,,,,,,,,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/shabazz-napier/shabazz-napier.png,420
421,421,Shane Larkin,76,1865,470,30.2,78.2,29,147,226,93,9,23.0,us,"October 2, 1992",University of Miami,1,177.5,PG,NYK,78.75,24.99504067,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/shane-larkin/shane-larkin.png,421
422,422,Shannon Brown,5,89,20,42.9,75.0,0,1,3,4,0,30.0,us,"November 29, 1985",Michigan State University,8,190.0,SG,MIA,92.25,25.55401662,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/shannon-brown/shannon-brown.png,422
423,423,Shaun Livingston,78,1468,461,0.0,71.4,43,140,259,49,20,30.0,us,"September 11, 1985",,9,197.5,PG,GSW,86.4,22.15029643,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/shaun-livingston/shaun-livingston.png,423
424,424,Shavlik Randolph,21,126,24,0.0,50.0,16,22,4,5,3,32.0,us,"November 24, 1983",Duke University,7,205.0,PF,BOS,108.0,25.6989887,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/shavlik-randolph/shavlik-randolph.png,424
425,425,Shawn Marion,57,1101,276,26.1,76.5,64,138,51,27,27,37.0,us,"May 7, 1978","University of Nevada, Las Vegas",15,197.5,SF,CLE,99.0,25.38054799,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/shawn-marion/shawn-marion.png,425
426,426,Shawne Williams,63,1087,341,36.0,87.5,36,130,44,25,21,24.0,us,"March 27, 1991",Western Michigan University,R,207.5,PF,IND,112.5,26.12861083,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/shawne-williams/shawne-williams.png,426
427,427,Shayne Whittington,20,108,57,16.7,78.3,10,19,6,5,2,,,,,,,,,,,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/shayne-whittington/shayne-whittington.png,427
428,428,Shelvin Mack,55,833,299,31.5,80.6,8,71,155,30,2,25.0,us,"April 22, 1990",Butler University,3,187.5,PG,ATL,91.35,25.984,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/shelvin-mack/shelvin-mack.png,428
429,429,Sim Bhullar,3,3,2,0.0,0.0,0,1,1,0,1,23.0,ca,"December 2, 1992",New Mexico State University,R,222.5,C,SAC,162.0,32.72314102,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/sim-bhullar/sim-bhullar.png,429
430,430,Solomon Hill,82,2381,729,32.7,82.4,70,244,184,66,18,24.0,us,"March 18, 1991",University of Arizona,1,197.5,SF,IND,101.25,25.95737863,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/solomon-hill/solomon-hill.png,430
431,431,Spencer Dinwiddie,34,455,145,18.5,91.2,4,44,104,19,6,22.0,us,"April 6, 1993",University of Colorado,R,195.0,PG,DET,90.0,23.66863905,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/spencer-dinwiddie/spencer-dinwiddie.png,431
432,432,Spencer Hawes,73,1274,425,31.3,64.7,30,228,88,24,53,27.0,us,"April 28, 1988",University of Washington,7,212.5,PF,LAC,110.25,24.41522491,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/spencer-hawes/spencer-hawes.png,432
433,433,Stephen Curry,80,2613,1900,44.3,91.4,56,285,619,163,16,27.0,us,"March 14, 1988",Davidson College,5,187.5,PG,GSW,85.5,24.32,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/stephen-curry/stephen-curry.png,433
434,434,Steve Blake,81,1529,350,35.2,70.7,16,121,288,41,5,35.0,us,"February 26, 1980",University of Maryland,11,187.5,PG,POR,77.4,22.016,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/steve-blake/steve-blake.png,434
435,435,Steve Novak,35,197,63,39.6,0.0,2,20,11,0,2,32.0,us,"June 13, 1983",Marquette University,8,205.0,PF,OKC,101.25,24.0928019,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/steve-novak/steve-novak.png,435
436,436,Steven Adams,70,1771,537,0.0,50.2,199,324,66,38,86,22.0,nz,"July 20, 1993",University of Pittsburgh,1,210.0,C,OKC,114.75,26.02040816,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/steven-adams/steven-adams.png,436
437,437,Taj Gibson,62,1692,640,0.0,71.7,162,234,71,36,75,30.0,us,"June 24, 1985",University of Southern California,5,202.5,PF,CHI,101.25,24.69135802,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/taj-gibson/taj-gibson.png,437
438,438,Tarik Black,63,1195,379,0.0,55.1,142,226,42,19,24,24.0,us,"November 22, 1991",University of Kansas,R,202.5,C,LAL,112.5,27.43484225,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/tarik-black/tarik-black.png,438
439,439,Tayshaun Prince,58,1397,434,46.3,75.4,52,158,93,29,16,35.0,us,"February 28, 1980",University of Kentucky,12,202.5,SF,MEM,95.4,23.26474623,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/tayshaun-prince/tayshaun-prince.png,439
440,440,Terrence Jones,33,889,386,35.1,60.6,78,142,36,18,59,23.0,us,"January 9, 1992",University of Kentucky,2,202.5,PF,HOU,113.4,27.65432099,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/terrence-jones/terrence-jones.png,440
441,441,Terrence Ross,82,2092,807,37.2,78.6,32,194,86,53,25,24.0,us,"February 5, 1991",University of Washington,2,197.5,SF,TOR,92.7,23.76542221,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/terrence-ross/terrence-ross.png,441
442,442,Thabo Sefolosha,52,976,278,32.1,77.6,53,170,75,53,21,31.0,ch,"May 2, 1984",,8,197.5,SF,ATL,99.0,25.38054799,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/thabo-sefolosha/thabo-sefolosha.png,442
443,443,Thaddeus Young,76,2434,1071,33.0,65.5,127,284,173,124,25,,,,,,,,,,,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/thaddeus-young/thaddeus-young.png,443
444,444,Thomas Robinson,54,798,308,0.0,52.8,95,208,33,32,20,,,,,,,,,,,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/thomas-robinson/thomas-robinson.png,444
445,445,Tiago Splitter,52,1030,428,0.0,75.0,91,161,78,35,37,30.0,br,"January 1, 1985",,4,207.5,C,SAS,110.25,25.60603861,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/tiago-splitter/tiago-splitter.png,445
446,446,Tim Duncan,77,2227,1070,28.6,74.0,170,534,230,63,151,39.0,vi,"April 25, 1976",Wake Forest University,17,207.5,C,SAS,112.5,26.12861083,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/tim-duncan/tim-duncan.png,446
447,447,Tim Frazier,11,240,57,29.4,47.6,6,22,60,8,0,25.0,us,"November 1, 1990",Pennsylvania State University,R,182.5,PG,POR,76.5,22.96866204,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/tim-frazier/tim-frazier.png,447
448,448,Tim Hardaway Jr.,70,1681,804,34.2,80.1,12,144,127,20,14,23.0,us,"March 16, 1992",University of Michigan,1,195.0,SG,NYK,92.25,24.26035503,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/tim-hardaway-jr./tim-hardaway-jr..png,448
449,449,Timofey Mozgov,81,2046,785,33.3,71.8,203,388,55,33,97,29.0,ru,"July 16, 1986",,4,212.5,C,CLE,123.75,27.40484429,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/timofey-mozgov/timofey-mozgov.png,449
450,450,TJ Warren,40,614,245,23.8,73.7,41,44,25,18,9,,,,,,,,,,,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/tj-warren/tj-warren.png,450
451,451,Tobias Harris,68,2369,1164,36.4,78.8,73,357,124,69,36,23.0,us,"July 15, 1992",University of Tennessee,3,202.5,SF,ORL,105.75,25.78875171,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/tobias-harris/tobias-harris.png,451
452,452,Toney Douglas,12,177,51,27.8,61.5,2,20,24,11,4,29.0,us,"March 16, 1986",Florida State University,5,185.0,SG,NOH,87.75,25.63915267,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/toney-douglas/toney-douglas.png,452
453,453,Tony Allen,63,1648,539,34.5,62.7,103,177,86,129,30,33.0,us,"January 11, 1982",Oklahoma State University,10,190.0,SG,MEM,95.85,26.55124654,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/tony-allen/tony-allen.png,453
454,454,Tony Parker,68,1953,976,42.7,78.3,15,114,335,44,2,33.0,be,"May 17, 1982",,13,185.0,PG,SAS,83.25,24.32432432,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/tony-parker/tony-parker.png,454
455,455,Tony Snell,72,1412,435,37.1,80.0,31,145,62,32,11,24.0,us,"November 10, 1991",University of New Mexico,1,197.5,SF,CHI,90.0,23.07322544,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/tony-snell/tony-snell.png,455
456,456,Tony Wroten,30,895,507,26.1,66.7,22,64,157,48,8,,,,,,,,,,,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/tony-wroten/tony-wroten.png,456
457,457,Toure' Murry,5,18,6,0.0,100.0,1,0,1,1,0,26.0,us,"November 8, 1989",Wichita State University,1,192.5,SG,WAS,87.75,23.68021589,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/toure'-murry/toure'-murry.png,457
458,458,Travis Wear,51,672,199,36.7,76.9,31,75,40,15,11,,,,,,,,,,,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/travis-wear/travis-wear.png,458
459,459,Trevor Ariza,82,2930,1048,35.0,85.3,77,382,209,152,17,30.0,us,"June 30, 1985","University of California, Los Angeles",10,200.0,SF,HOU,96.75,24.1875,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/trevor-ariza/trevor-ariza.png,459
460,460,Trevor Booker,79,1564,567,34.5,58.1,139,258,83,43,41,28.0,us,"November 25, 1987",Clemson University,4,200.0,PF,UTA,102.6,25.65,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/trevor-booker/trevor-booker.png,460
461,461,Trey Burke,76,2288,973,31.8,75.2,31,173,328,65,15,23.0,us,"November 12, 1992",University of Michigan,1,182.5,PG,UTA,85.95,25.80596735,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/trey-burke/trey-burke.png,461
462,462,Tristan Thompson,82,2194,693,0.0,64.1,274,383,39,34,61,,,,,,,,,,,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/tristan-thompson/tristan-thompson.png,462
463,463,Troy Daniels,47,397,176,36.4,84.6,8,25,22,6,1,24.0,us,"July 15, 1991",Virginia Commonwealth University,1,190.0,SG,MIN,92.25,25.55401662,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/troy-daniels/troy-daniels.png,463
464,464,Ty Lawson,75,2665,1143,34.1,73.0,42,192,720,92,9,28.0,us,"November 3, 1987",University of North Carolina,5,177.5,PG,DEN,87.75,27.85161674,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/ty-lawson/ty-lawson.png,464
465,465,Tyler Ennis,33,411,121,27.9,71.4,7,28,73,18,5,21.0,ca,"August 24, 1994",Syracuse University,R,187.5,PG,PHO,87.3,24.832,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/tyler-ennis/tyler-ennis.png,465
466,466,Tyler Hansbrough,74,1058,270,14.3,69.8,106,159,21,30,15,30.0,us,"November 3, 1985",University of North Carolina,5,202.5,PF,TOR,112.5,27.43484225,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/tyler-hansbrough/tyler-hansbrough.png,466
467,467,Tyler Johnson,32,603,190,37.5,68.1,14,67,42,33,9,23.0,us,"May 7, 1992","California State University, Fresno",R,190.0,SG,MIA,83.7,23.18559557,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/tyler-johnson/tyler-johnson.png,467
468,468,Tyler Zeller,82,1731,833,0.0,82.3,146,319,113,18,52,,,,,,,,,,,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/tyler-zeller/tyler-zeller.png,468
469,469,Tyreke Evans,79,2690,1313,30.4,69.4,82,334,521,100,37,26.0,us,"September 19, 1989",University of Memphis,5,195.0,SG,NOH,99.0,26.03550296,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/tyreke-evans/tyreke-evans.png,469
470,470,Tyrus Thomas,2,7,4,0.0,100.0,0,0,1,0,0,,,,,,,,,,,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/tyrus-thomas/tyrus-thomas.png,470
471,471,Tyson Chandler,75,2286,771,0.0,72.0,294,570,84,42,91,33.0,us,"October 2, 1982",,13,212.5,C,DAL,108.0,23.91695502,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/tyson-chandler/tyson-chandler.png,471
472,472,Udonis Haslem,62,995,261,20.0,70.3,71,187,46,21,13,35.0,us,"June 9, 1980",University of Florida,11,200.0,PF,MIA,105.75,26.4375,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/udonis-haslem/udonis-haslem.png,472
473,473,Vander Blue,2,74,22,20.0,40.0,2,7,8,3,0,23.0,us,"July 17, 1992",Marquette University,1,190.0,SG,LAL,90.0,24.93074792,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/vander-blue/vander-blue.png,473
474,474,Victor Claver,10,76,24,54.5,0.0,3,17,1,1,1,27.0,es,"August 30, 1988",,2,202.5,SF,POR,100.8,24.58161866,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/victor-claver/victor-claver.png,474
475,475,Victor Oladipo,72,2573,1292,33.9,81.9,51,251,295,120,19,23.0,us,"May 4, 1992",Indiana University,1,190.0,SG,ORL,94.5,26.17728532,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/victor-oladipo/victor-oladipo.png,475
476,476,Vince Carter,66,1091,384,29.7,78.9,27,106,79,43,14,38.0,us,"January 26, 1977",University of North Carolina,16,195.0,SG,MEM,99.0,26.03550296,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/vince-carter/vince-carter.png,476
477,477,Wayne Ellington,65,1675,650,37.0,81.3,31,179,105,33,2,28.0,us,"October 29, 1987",University of North Carolina,5,190.0,SG,LAL,90.0,24.93074792,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/wayne-ellington/wayne-ellington.png,477
478,478,Wesley Johnson,76,2245,753,35.1,80.4,67,252,124,59,45,28.0,us,"July 11, 1987",Syracuse University,4,197.5,SF,LAL,96.75,24.80371735,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/wesley-johnson/wesley-johnson.png,478
479,479,Wesley Matthews,60,2024,956,38.9,75.2,38,184,139,77,10,29.0,us,"October 14, 1986",Marquette University,5,192.5,SG,POR,99.0,26.716141,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/wesley-matthews/wesley-matthews.png,479
480,480,Will Barton,58,984,397,27.1,78.7,26,136,81,48,19,24.0,us,"January 6, 1991",University of Memphis,2,195.0,SG,POR,78.75,20.71005917,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/will-barton/will-barton.png,480
481,481,Will Bynum,7,67,22,0.0,50.0,2,4,18,1,1,32.0,us,"January 4, 1983",Georgia Institute of Technology,7,180.0,SG,WAS,83.25,25.69444444,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/will-bynum/will-bynum.png,481
482,482,Will Cherry,8,69,15,22.2,50.0,1,4,8,6,1,24.0,us,"February 8, 1991",University of Montana,R,180.0,PG,CLE,83.25,25.69444444,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/will-cherry/will-cherry.png,482
483,483,Willie Green,52,951,306,34.7,82.4,14,65,68,26,5,34.0,us,"July 28, 1981",University of Detroit Mercy,11,190.0,SG,ORL,90.0,24.93074792,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/willie-green/willie-green.png,483
484,484,Wilson Chandler,78,2471,1085,34.2,77.5,96,379,134,58,29,28.0,us,"May 10, 1987",DePaul University,7,200.0,SF,DEN,101.25,25.3125,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/wilson-chandler/wilson-chandler.png,484
485,485,Xavier Henry,9,86,20,0.0,58.3,2,2,3,3,0,24.0,be,"March 15, 1991",University of Kansas,4,195.0,SF,LAL,99.0,26.03550296,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/xavier-henry/xavier-henry.png,485
486,486,Zach LaVine,77,1902,778,34.1,84.2,27,187,276,54,10,20.0,us,"March 10, 1995","University of California, Los Angeles",R,192.5,PG,MIN,85.05,22.95159386,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/zach-lavine/zach-lavine.png,486
487,487,Zach Randolph,71,2304,1143,35.0,76.5,225,522,153,69,14,34.0,us,"July 16, 1981",Michigan State University,13,202.5,PF,MEM,117.0,28.53223594,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/zach-randolph/zach-randolph.png,487
488,488,Zaza Pachulia,73,1730,606,0.0,78.8,197,303,178,80,21,31.0,ge,"February 10, 1984",,11,207.5,C,MIL,121.5,28.2188997,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/zaza-pachulia/zaza-pachulia.png,488
489,489,Zoran Dragic,16,75,28,21.4,60.0,5,3,5,2,0,26.0,si,"June 22, 1989",,R,192.5,SG,PHO,90.0,24.28740091,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/zoran-dragic/zoran-dragic.png,489
